SortID,Order,Family,Species common name,Species scientific name,PhyloName,duplicate,Source,Nest materials raw,Anthropogenic,Number-Mat,BodyMass,str-none,str-scrape,str-platform,str-cup,str-dome,str-ex,loc-artificial,loc-ground-water,loc-cavity,loc-rock,loc-veg,RangeSize,IUCN-category-2020,IUCN-simplified,HFI,Biome-simplified,str-scrapenone,Plastic,WoS-Papers,BrainSize
4666,PASSERIFORMES,Thamnophilidae,Plain-winged Antshrike,Thamnophilus schistaceus,Thamnophilus schistaceus,0,HBW,"coarse plant fibres, dried leaves, roots, stems, green moss, lichens, fungus-whitened twigs",0,7,746.72,0,0,0,1,0,0,0,0,0,0,1,381,LC,Least-concerned,9.955856115,tropical-forests,0,0,0,NA
4667,PASSERIFORMES,Thamnophilidae,Mouse-colored Antshrike,Thamnophilus murinus,Thamnophilus murinus,0,HBW,"rough black rhizomorphs, branch rootlets, black and brown rhizomorphs, dried leaves, twigs, smooth black rhizomorphs",0,6,216.48,0,0,0,1,0,0,0,0,0,0,1,382,LC,Least-concerned,7.746402721,tropical-forests,0,0,1,NA
4670,PASSERIFORMES,Thamnophilidae,Castelnau's Antshrike,Thamnophilus cryptoleucus,Thamnophilus cryptoleucus,0,NBO,"grass, seed heads, vines",0,3,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NT,Threatened,8.266906396,tropical-forests,NA,0,4,NA
4671,PASSERIFORMES,Thamnophilidae,Blackish-grey Antshrike,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,0,HBW,"slender liana Rhabadenia biflora, dried herbaceous material, webbing from spider egg sacs",0,3,873.35,0,0,0,1,0,0,0,0,0,0,1,221,NT,Threatened,7.361433149,tropical-forests,0,0,3,NA
4672,PASSERIFORMES,Thamnophilidae,Northern Slaty Antshrike,Thamnophilus punctatus,Thamnophilus punctatus,0,HBW,"plant fibres, long strands of fine grasses, blackish horsehair-like rhizomorphs, black and brown rhizomorphs, rotten pieces of palm leaves (with some fungi growing over them), decomposing grass, roots, branch rootlets attached to rhizomorphs, green moss, mosses, fibres of a Marasmius fungus",0,11,1148.69,0,0,0,1,0,0,0,0,0,0,1,171,LC,Least-concerned,10.58624005,tropical-forests,0,0,5,-0.053937702
4677,PASSERIFORMES,Thamnophilidae,Variable Antshrike,Thamnophilus caerulescens,Thamnophilus caerulescens,0,HBW,"fine grass leaves, stems, stalks, thinnest stalks, horsehairs, fine rhizomorphs, spider webs, moss, coarser grasses, plant fibres, fine black horsehair-like rhizomorphs, green leaves",0,12,1204.58,0,0,0,1,0,0,0,0,0,0,1,415,LC,Least-concerned,26.25951972,grasslands,0,0,14,-0.013101354
4679,PASSERIFORMES,Thamnophilidae,White-shouldered Antshrike,Thamnophilus aethiops,Thamnophilus aethiops,0,HBW,"fine roots, grass stems, fresh mosses, decomposing leaves",0,4,1081.66,0,0,0,1,0,0,0,0,0,0,1,465,LC,Least-concerned,10.09438263,tropical-forests,0,0,2,NA
4683,PASSERIFORMES,Thamnophilidae,Amazonian Antshrike,Thamnophilus amazonicus,Thamnophilus amazonicus,0,HBW,"filiform stems, long black rhizomorph threads similar to horsehair, moss",0,3,813.99,0,0,0,1,0,0,0,0,0,0,1,569,LC,Least-concerned,9.233349237,tropical-forests,0,0,2,NA
4686,PASSERIFORMES,Thamnophilidae,White-bearded Antshrike,Biatas nigropectus,Biatas nigropectus,0,HBW,"bamboo stems, dead Merostachys leaves",0,2,2752.29,0,0,0,1,0,0,0,0,0,0,1,40,VU,Threatened,33.44236954,tropical-forests,0,0,1,NA
4687,PASSERIFORMES,Thamnophilidae,Spiny-faced Antshrike,Xenornis setifrons,Xenornis setifrons,0,HBW,rootlets,0,1,1068.66,0,0,0,1,0,0,0,0,0,0,1,3,NT,Threatened,18.33497393,tropical-forests,0,0,1,NA
4687,PASSERIFORMES,Thamnophilidae,Spiny-faced Antshrike,Xenornis setifrons,Xenornis setifrons,1,NBO,rootlets,0,1,1068.66,0,0,0,1,0,0,0,0,0,0,1,3,NT,Threatened,18.33497393,tropical-forests,0,0,NA,NA
4688,PASSERIFORMES,Thamnophilidae,Manu Antbird,Cercomacra manu,Cercomacra manu,0,HBW,"dead bamboo leaves, long dry fibres (possibly stripped from dry outer clasping sheaths of bamboo)",0,2,2760.43,0,0,0,0,1,0,0,0,0,0,1,23,LC,Least-concerned,NA,tropical-forests,0,0,4,NA
4688,PASSERIFORMES,Thamnophilidae,Manu Antbird,Cercomacra manu,Cercomacra manu,1,NBO,"dead bamboo leaves, long dry fibers",0,2,2760.43,0,0,0,0,1,0,0,0,0,0,1,23,LC,Least-concerned,NA,tropical-forests,0,0,NA,NA
4690,PASSERIFORMES,Thamnophilidae,Grey Antbird,Cercomacra cinerascens,Cercomacra cinerascens,0,HBW,"leaves, sticks",0,2,1830.79,NA,NA,NA,NA,NA,NA,0,0,0,0,1,604,LC,Least-concerned,9.39421419,tropical-forests,NA,0,1,NA
4691,PASSERIFORMES,Thamnophilidae,Mato Grosso Antbird,Cercomacra melanaria,Cercomacra melanaria,0,HBW,"fine fibers derived mainly from aerial roots of Cissus spp., dried leaves of Licania parviflora, spider webs",0,3,2428,0,0,0,1,0,0,0,0,0,0,1,63,LC,Least-concerned,15.40769006,grasslands,0,0,6,NA
4693,PASSERIFORMES,Thamnophilidae,Rio Branco Antbird,Cercomacra carbonaria,Cercomacra carbonaria,0,HBW,black rootlets,0,1,1488.87,0,0,0,1,0,0,0,0,0,0,1,10,CR,Endangered,6.647166667,grasslands,0,0,6,NA
4694,PASSERIFORMES,Thamnophilidae,Jet Antbird,Cercomacra nigricans,Cercomacra nigricans,0,HBW,dry grasses,0,1,855.35,NA,NA,NA,NA,NA,NA,0,0,0,0,1,95,LC,Least-concerned,25.52132273,tropical-forests,NA,0,2,NA
4695,PASSERIFORMES,Thamnophilidae,Southern Chestnut-tailed Antbird,Sciaphylax hemimelaena,Myrmeciza hemimelaena,0,HBW,"strips of palm leaf, dead leaves, rootlets, Geonoma palm leaf",0,4,1052.99,0,0,0,1,0,0,0,0,0,0,1,271,LC,Least-concerned,10.46903685,tropical-forests,0,0,5,NA
4701,PASSERIFORMES,Thamnophilidae,Dusky Antbird,Cercomacroides tyrannina,Cercomacra tyrannina,0,HBW,"dead leaves, plant fibres, dead blades of grass, trips of palm fronts, fungal strands, dry leaves, palm shreds, long shredded stems of ferns, fine fern stems, dried leaves, web-like rachides, veins of decomposing leaves, decaying pieces of palm leaves, leaf veins, rootlets, black rhizomorphs",0,16,1930,0,0,0,0,1,0,0,0,0,0,1,355,LC,Least-concerned,15.8221811,tropical-forests,0,0,15,-0.300052547
4702,PASSERIFORMES,Thamnophilidae,Black Antbird,Cercomacroides serva,Cercomacra serva,0,HBW,"dark fibers, dry leaves, sticks, fresh moss",0,4,1122.49,0,0,0,1,0,0,NA,NA,NA,NA,NA,120,LC,Least-concerned,11.36622722,tropical-forests,0,0,2,NA
4703,PASSERIFORMES,Thamnophilidae,Ferruginous Antbird,Drymophila ferruginea,Drymophila ferruginea,0,HBW,mossy strands,0,1,1613.19,0,0,0,0,1,0,0,0,0,0,1,60,LC,Least-concerned,34.25072067,tropical-forests,0,0,3,NA
4707,PASSERIFORMES,Thamnophilidae,Dusky-tailed Antbird,Drymophila malura,Drymophila malura,0,HBW,"dead bamboo leaves, green moss, seed stems, spider webs",0,4,1417.03,0,0,0,1,0,0,0,0,0,0,1,88,LC,Least-concerned,31.73599596,tropical-forests,0,0,2,NA
4708,PASSERIFORMES,Thamnophilidae,Scaled Antbird,Drymophila squamata,Drymophila squamata,0,HBW,"leaves, fibres, moss, roots, thin leaves, green moss, dead bamboo leaves, strands of Marasmius, large dead leaves, dead leaves of Cyperaceae, Marasmius",0,11,1163.38,0,0,0,1,0,0,0,0,0,0,1,43,LC,Least-concerned,32.99728431,tropical-forests,0,0,1,NA
4713,PASSERIFORMES,Thamnophilidae,Streak-headed Antbird,Drymophila striaticeps,Drymophila caudata,0,HBW,"live green moss, skeletonised broad dicot leaves, thin leaf sheaths of bamboo",0,3,870.08,0,0,0,1,0,0,0,0,0,0,1,89,LC,Least-concerned,NA,tropical-forests,0,0,3,NA
4714,PASSERIFORMES,Thamnophilidae,Yellow-browed Antwarbler,Hypocnemis hypoxantha,Hypocnemis hypoxantha,0,NBO,mossy strands,0,1,745.82,0,0,0,1,0,0,0,0,0,0,1,150,LC,Least-concerned,7.73842759,tropical-forests,0,0,0,NA
4715,PASSERIFORMES,Thamnophilidae,Yellow-breasted Antwarbler,Hypocnemis subflava,Hypocnemis subflava,0,HBW,"dead palm fronds, bamboo (Guadua) leaves, dead leaves, green moss, dry grass fibres, dark rootlets",0,6,882.38,0,0,0,1,0,0,0,0,0,0,1,32,LC,Least-concerned,17.39416583,tropical-forests,0,0,5,NA
4715,PASSERIFORMES,Thamnophilidae,Yellow-breasted Antwarbler,Hypocnemis subflava,Hypocnemis subflava,1,NBO,"dry grass, rootlets",0,2,882.38,0,0,0,1,0,0,0,0,0,0,1,32,LC,Least-concerned,17.39416583,tropical-forests,0,0,NA,NA
4717,PASSERIFORMES,Thamnophilidae,Guianan Antwarbler,Hypocnemis cantator,Hypocnemis cantator,0,HBW,"large decomposing leaves, brown rhizomorphs, mosses, rhizomorphs, moss, dried leaves",0,6,4944.34,0,0,0,0,1,0,0,0,0,0,1,244,LC,Least-concerned,8.027661842,tropical-forests,0,0,8,-0.48851773
4722,PASSERIFORMES,Thamnophilidae,Ocellated Antbird,Phaenostictus mcleannani,Phaenostictus mcleannani,0,HBW,"fine fungal rhizomorphs, dried leaves, small twigs, dried vine tendrils, rhizomorphs, stripes [sic[ of palm bark and leaves",0,6,2251.1,0,0,0,1,0,0,0,1,0,0,1,50,LC,Least-concerned,28.73559309,tropical-forests,0,0,10,NA
4722,PASSERIFORMES,Thamnophilidae,Ocellated Antbird,Phaenostictus mcleannani,Phaenostictus mcleannani,1,NBO,"twigs, vine tendrils, leaves, fungal rhizomorphs",0,4,2251.1,0,0,0,1,0,0,0,1,0,0,1,50,LC,Least-concerned,28.73559309,tropical-forests,0,0,NA,NA
4723,PASSERIFORMES,Thamnophilidae,White-plumed Antbird,Pithys albifrons,Pithys albifrons,0,HBW,"dead leaves, dark fibrous rootlets",0,2,2251.1,0,0,0,1,0,0,0,0,0,0,1,313,LC,Least-concerned,9.022551224,tropical-forests,0,0,6,-0.482517901
4725,PASSERIFORMES,Thamnophilidae,Common Scale-backed Antbird,Willisornis poecilinotus,Willisornis poecilinotus,0,HBW,"dead leaves, Marasmius fibres, dry fibres, dry palm leaves, dried grasses",0,5,1486,0,0,0,1,0,0,0,1,1,0,0,581,LC,Least-concerned,8.815325923,tropical-forests,0,0,8,-0.46
4726,PASSERIFORMES,Thamnophilidae,Xingu Scale-backed Antbird,Willisornis vidua,Willisornis poecilinotus,1,HBW,"fibres, dried leaves",0,2,1486,0,0,0,1,0,0,0,0,1,0,0,581,LC,Least-concerned,13.79001174,tropical-forests,0,0,NA,-0.46
4728,PASSERIFORMES,Thamnophilidae,Black-spotted Bare-eye,Phlegopsis nigromaculata,Phlegopsis nigromaculata,0,HBW,"dry bamboo leaves, small plant fibres, palm leaflets, thin vines, brown palm frond",0,5,3590,0,0,0,1,0,0,0,0,1,0,0,381,LC,Least-concerned,10.58915017,tropical-forests,0,0,7,NA
4731,PASSERIFORMES,Thamnophilidae,White-throated Antbird,Oneillornis salvini,Gymnopithys salvini,0,HBW,"dry palm-frond leaflets, pieces of palm fronds",0,2,3771.99,0,0,0,1,0,0,0,0,1,0,0,150,LC,Least-concerned,9.387750516,tropical-forests,0,0,3,NA
4733,PASSERIFORMES,Thamnophilidae,Bicolored Antbird,Gymnopithys bicolor,Gymnopithys leucaspis,0,HBW,"strips of dead palm leaves, other dead leaves, rhizomorphs",0,3,5825.99,0,0,0,1,0,0,0,0,1,0,0,198,LC,Least-concerned,29.20245118,tropical-forests,0,0,3,NA
4735,PASSERIFORMES,Thamnophilidae,Rufous-throated Antbird,Gymnopithys rufigula,Gymnopithys rufigula,0,HBW,"dead palm (Astrocaryum) leaves, finer material, small twigs, vine stems, coarse fibre, twigs, palm leaves",0,7,5916.22,0,0,0,1,0,0,0,0,1,0,0,166,LC,Least-concerned,6.687292877,tropical-forests,0,0,6,NA
4740,PASSERIFORMES,Thamnophilidae,Hairy-crested Antbird,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,0,HBW,dry palm-frond leaflets,0,1,4296.22,0,0,0,1,0,0,0,0,1,0,0,197,LC,Least-concerned,10.19415873,tropical-forests,0,0,1,NA
4741,PASSERIFORMES,Thamnophilidae,Ferruginous-backed Antbird,Myrmoderus ferrugineus,Myrmeciza ferruginea,0,HBW,"Marasmius fibres, rootlets, small twigs, dead leaves, very fine roots, leaves",0,6,8158.99,0,0,0,1,1,0,0,1,0,0,0,108,LC,Least-concerned,7.59743225,tropical-forests,0,0,5,-0.18072547
4742,PASSERIFORMES,Thamnophilidae,Scalloped Antbird,Myrmoderus ruficauda,Myrmeciza ruficauda,0,HBW,"dead leaves, sedge (Cyperaceae), Marasmius fibres, fine stalks, leaf veins",0,5,5499.99,0,0,0,1,0,0,0,1,0,0,0,21,EN,Endangered,32.90790079,tropical-forests,0,0,1,NA
4743,PASSERIFORMES,Thamnophilidae,White-bibbed Antbird,Myrmoderus loricatus,Myrmeciza loricata,0,HBW,"plant stems, fibres, dead leaves of trees and bamboo",0,3,8785.99,0,0,0,1,0,0,0,1,0,0,0,28,LC,Least-concerned,32.71311936,tropical-forests,0,0,4,NA
4745,PASSERIFORMES,Thamnophilidae,Spotted Antbird,Hylophylax naevioides,Hylophylax naevioides,0,HBW,"fine dark fibres, moss, dead leaves, twiglets, slender pistillate inflorescences of Myriocarpa izabalensis (Urticeae), rhizomorphs",0,6,5913.44,0,0,0,1,0,0,0,0,0,0,1,64,LC,Least-concerned,29.47009315,tropical-forests,0,0,28,NA
4745,PASSERIFORMES,Thamnophilidae,Spotted Antbird,Hylophylax naevioides,Hylophylax naevioides,1,NBO,"dark-colored fungal rhizomorphs, small sticks, leaves",0,3,5913.44,0,0,0,1,0,0,0,0,0,0,1,64,LC,Least-concerned,29.47009315,tropical-forests,0,0,NA,NA
4746,PASSERIFORMES,Thamnophilidae,Spot-backed Antbird,Hylophylax naevius,Hylophylax naevius,0,HBW,"grasses, palm hairs, fern rootlets, leaves, Marasmius fibres, long rootlets",0,6,5999.99,0,0,0,1,0,0,0,0,0,0,1,529,LC,Least-concerned,8.525692634,tropical-forests,0,0,2,-0.543
4748,PASSERIFORMES,Thamnophilidae,Black-chinned Antbird,Hypocnemoides melanopogon,Hypocnemoides melanopogon,0,HBW,"fine black fibres (roots of pteridophytes), long fibres",0,2,4540.62,NA,NA,NA,NA,NA,NA,0,0,0,0,1,338,LC,Least-concerned,7.719234553,tropical-forests,NA,0,4,NA
4748,PASSERIFORMES,Thamnophilidae,Black-chinned Antbird,Hypocnemoides melanopogon,Hypocnemoides melanopogon,1,NBO,"fine black roots, long fibers",0,2,4540.62,NA,NA,NA,NA,NA,NA,0,0,0,0,1,338,LC,Least-concerned,7.719234553,tropical-forests,NA,0,NA,NA
4749,PASSERIFORMES,Thamnophilidae,Band-tailed Antbird,Hypocnemoides maculicauda,Hypocnemoides maculicauda,0,HBW,black plant fibres from the thin aerial roots of Cissus spinosa and C. sicyoides (Vitaceae),0,1,4662.99,NA,NA,NA,NA,NA,NA,0,0,0,0,1,330,LC,Least-concerned,11.09124389,tropical-forests,NA,0,1,NA
4750,PASSERIFORMES,Thamnophilidae,Silvered Antbird,Sclateria naevia,Sclateria naevia,0,HBW,"Thin dark epiphytic rootlets, thick rootlets, green moss, aquatic ferns, pieces of Peperomia sp.",0,5,2417,0,0,0,1,0,0,0,0,0,0,1,510,LC,Least-concerned,8.883451449,tropical-forests,0,0,1,NA
4753,PASSERIFORMES,Thamnophilidae,Plumbeous Antbird,Myrmelastes hyperythrus,Myrmeciza hyperythra,0,HBW,"black fern roots, dry leaves, spider web, leaves of epiphytic fern",0,4,510,0,0,0,1,0,0,0,0,0,0,1,172,LC,Least-concerned,8.598851961,tropical-forests,0,0,1,NA
4757,PASSERIFORMES,Thamnophilidae,Spot-winged Antbird,Myrmelastes leucostigma,Schistocichla leucostigma,0,HBW,rootlets,0,1,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,LC,Least-concerned,9.21399174,tropical-forests,NA,0,2,-0.016
4760,PASSERIFORMES,Thamnophilidae,Chestnut-backed Antbird,Poliocrania exsul,Myrmeciza exsul,0,HBW,"vines, stems, twigs, roots, assorted vegetation, large projecting dead leaves, fungal filaments, fibrous rootlets",0,8,599,0,0,0,1,0,0,0,1,0,0,0,62,LC,Least-concerned,30.03084805,tropical-forests,0,0,13,0.026779401
4760,PASSERIFORMES,Thamnophilidae,Chestnut-backed Antbird,Poliocrania exsul,Myrmeciza exsul,1,NBO,"dead leaves, rootlets, dead ferns, moss, rhizomorphs (""horse-hair fungus""), green moss ",0,6,599,0,0,0,1,0,0,0,1,0,0,0,62,LC,Least-concerned,30.03084805,tropical-forests,0,0,NA,0.026779401
4767,PASSERIFORMES,Thamnophilidae,Black-tailed Antbird,Myrmoborus melanurus,Myrmoborus melanurus,0,HBW,"dead plant material, palm leaves, other leaves",0,3,1315.58,0,0,0,0,1,0,0,1,0,0,0,14,VU,Threatened,8.106650641,tropical-forests,0,0,0,NA
4767,PASSERIFORMES,Thamnophilidae,Black-tailed Antbird,Myrmoborus melanurus,Myrmoborus melanurus,1,NBO,"dried plant material, leaves of palms, leaves of other plants",0,3,1315.58,0,0,0,0,1,0,0,1,0,0,0,14,VU,Threatened,8.106650641,tropical-forests,0,0,NA,NA
4769,PASSERIFORMES,Thamnophilidae,Black-faced Antbird,Myrmoborus myotherinus,Myrmoborus myotherinus,0,HBW,"black palm fibre, dry palm leaves, other leaves, dry flexible vine stems, dry leaves",0,5,51.2,0,0,0,1,1,0,0,1,0,0,0,462,LC,Least-concerned,9.362525755,tropical-forests,0,0,0,NA
4770,PASSERIFORMES,Thamnophilidae,White-browed Antbird,Myrmoborus leucophrys,Myrmoborus leucophrys,0,HBW,bamboo leaves,0,1,133,NA,NA,NA,NA,NA,NA,0,1,0,0,0,428,LC,Least-concerned,10.00355659,tropical-forests,NA,0,1,NA
4771,PASSERIFORMES,Thamnophilidae,Ash-breasted Antbird,Myrmoborus lugubris,Myrmoborus lugubris,0,HBW,"dead leaves, leaf skeletons, thin dead twigs, partially decomposed leaf",0,4,131.43,0,0,0,0,1,0,0,1,0,0,0,63,VU,Threatened,7.972847787,tropical-forests,0,0,5,NA
4771,PASSERIFORMES,Thamnophilidae,Ash-breasted Antbird,Myrmoborus lugubris,Myrmoborus lugubris,1,NBO,"dead leaves, leaf skeletons, thin dead twigs, decomposed leaf",0,4,131.43,0,0,0,0,1,0,0,1,0,0,0,63,VU,Threatened,7.972847787,tropical-forests,0,0,NA,NA
4772,PASSERIFORMES,Thamnophilidae,Bare-crowned Antbird,Gymnocichla nudiceps,Gymnocichla nudiceps,0,HBW,"finely woven twigs, dead leaves, strips of palm fronds",0,3,86.2,0,0,0,0,1,0,0,0,0,0,1,64,LC,Least-concerned,30.3696547,tropical-forests,0,0,1,0.058
4772,PASSERIFORMES,Thamnophilidae,Bare-crowned Antbird,Gymnocichla nudiceps,Gymnocichla nudiceps,1,NBO,"vines, plant stems, dead leaves",0,3,86.2,0,0,0,0,1,0,0,0,0,0,1,64,LC,Least-concerned,30.3696547,tropical-forests,0,0,NA,0.058
4773,PASSERIFORMES,Thamnophilidae,White-backed Fire-eye,Pyriglena leuconota,Pyriglena leuconota,0,HBW,"large dried leaves, palm leaves, twigs, club mosses (Selaginella), grass roots, branches, spray of Nepsera aquatica (Melastomataceae), Gradua latifolia (Gramineae), Cyperaceae, twigs of Pourouma minor (Moraceae), Passifloraceae, leaves of caripé, Couepia, Licania (Chrysobalanceae), rubber trees (Hevea), Cecropia",0,16,250,0,0,0,0,1,0,0,1,0,0,0,219,LC,Least-concerned,17.82455549,tropical-forests,0,0,3,-0.068285347
4774,PASSERIFORMES,Thamnophilidae,White-shouldered Fire-eye,Pyriglena leucoptera,Pyriglena leucoptera,0,HBW,"leaves, petioles, rolled sheaths of bamboo, other plant materials, stems and leaves of an arrowroot (Maranteceae)",0,5,186.78,NA,NA,NA,NA,NA,NA,0,1,0,0,0,130,LC,Least-concerned,31.39015146,tropical-forests,NA,0,26,NA
4776,PASSERIFORMES,Thamnophilidae,Slender Antbird,Rhopornis ardesiacus,Rhopornis ardesiacus,0,HBW,"dead leaves, vines",0,2,292,0,0,0,1,0,0,0,1,0,0,0,8,EN,Endangered,31.63918055,tropical-forests,0,0,0,NA
4777,PASSERIFORMES,Thamnophilidae,Black-headed Antbird,Percnostola rufifrons,Percnostola rufifrons,0,HBW,"dead leaves, palm leaves",0,2,86.2,0,0,0,0,1,0,0,1,0,0,0,129,LC,Least-concerned,6.733804494,tropical-forests,0,0,5,NA
4779,PASSERIFORMES,Thamnophilidae,White-shouldered Antbird,Akletos melanoceps,Myrmeciza melanoceps,0,HBW,"palm fibres, dead plant material, dead leaves",0,3,180,0,0,0,1,0,0,0,0,0,0,1,136,LC,Least-concerned,8.793636032,tropical-forests,0,0,1,NA
4780,PASSERIFORMES,Thamnophilidae,Goeldi's Antbird,Akletos goeldii,Myrmeciza goeldii,0,HBW,"dried leaves, twigs ",0,2,126,0,0,0,1,0,0,0,1,0,0,0,44,LC,Least-concerned,9.494199852,tropical-forests,0,0,3,NA
4781,PASSERIFORMES,Thamnophilidae,Sooty Antbird,Hafferia fortis,Myrmeciza fortis,0,HBW,"plant fibres (either thin strips torn from margins of palm leaves and grass blades, or the thread-like “reins” that are shed from leaflets of palm, some fibres still green)",0,3,69,0,0,0,0,1,0,0,1,0,0,0,197,LC,Least-concerned,8.717840583,tropical-forests,0,0,5,NA
4784,PASSERIFORMES,Thamnophilidae,Southern Wing-banded Antbird,Myrmornis torquata,Myrmornis torquata,0,HBW,"twigs, rootlets",0,2,64.34,0,0,0,1,0,0,0,0,0,0,1,312,LC,Least-concerned,8.666827369,tropical-forests,0,0,5,NA
4785,PASSERIFORMES,Thamnophilidae,Northern Wing-banded Antbird,Myrmornis stictoptera,Myrmornis torquata,1,HBW,"rhizomorphs, old nest of Thamnophilus atrinucha",0,2,64.34,1,0,0,1,0,0,NA,NA,NA,NA,NA,312,LC,Least-concerned,28.97695879,tropical-forests,1,0,NA,NA
4786,PASSERIFORMES,Thamnophilidae,Spot-winged Antshrike,Pygiptila stellaris,Pygiptila stellaris,0,HBW,"large leaves, roots, smaller leaves",0,3,397,NA,NA,NA,NA,NA,NA,0,0,0,0,1,460,LC,Least-concerned,8.669646943,tropical-forests,NA,0,2,NA
4787,PASSERIFORMES,Thamnophilidae,Western Russet Antshrike,Thamnistes anabatinus,Thamnistes anabatinus,0,HBW,"dead leaves, fine dark fungal rhizomorphs, spider webs, cocoon silk",0,4,320.5,0,0,0,1,0,0,0,0,0,0,1,123,LC,Least-concerned,20.88309929,tropical-forests,0,0,3,NA
4789,PASSERIFORMES,Conopophagidae,Chestnut-belted Gnateater,Conopophaga aurita,Conopophaga aurita,1,HBW,Blackish-violaceous fungus fibres,0,1,183,0,0,0,1,0,0,0,0,0,0,1,315,LC,Least-concerned,7.207004307,tropical-forests,0,0,NA,NA
4789,PASSERIFORMES,Conopophagidae,Chestnut-belted Gnateater,Conopophaga aurita,Conopophaga aurita,0,NBO,"blackish-violaceous fungus fibres, thin dark rootlets, dead leaves, thin sticks",0,4,183,0,0,0,1,0,0,0,0,0,0,1,315,LC,Least-concerned,7.207004307,tropical-forests,0,0,4,NA
4792,PASSERIFORMES,Conopophagidae,Rufous Gnateater,Conopophaga lineata,Conopophaga lineata,0,HBW,"Twigs, leaves  ",0,2,454,NA,NA,NA,NA,NA,NA,0,0,0,0,1,179,LC,Least-concerned,30.68704889,tropical-forests,NA,0,15,-0.356837472
4794,PASSERIFORMES,Conopophagidae,Hooded Gnateater,Conopophaga roberti,Conopophaga roberti,1,HBW,"Twigs, leaves  ",0,2,700.07,NA,NA,NA,NA,NA,NA,0,0,0,0,1,73,LC,Least-concerned,22.01462617,tropical-forests,NA,0,NA,NA
4794,PASSERIFORMES,Conopophagidae,Hooded Gnateater,Conopophaga roberti,Conopophaga roberti,0,NBO,"course plant material, fine twigs, leaves",0,3,700.07,NA,NA,NA,NA,NA,NA,0,0,0,0,1,73,LC,Least-concerned,22.01462617,tropical-forests,NA,0,2,NA
4799,PASSERIFORMES,Conopophagidae,Black-crowned Pittasoma,Pittasoma michleri,Pittasoma michleri,0,HBW,"Fine dark rootlets, dead leaves",0,2,39.27,0,0,0,1,0,0,0,0,0,0,1,16,LC,Least-concerned,29.46592017,tropical-forests,0,0,0,NA
4799,PASSERIFORMES,Conopophagidae,Black-crowned Pittasoma,Pittasoma michleri,Pittasoma michleri,1,NBO,fine dark rootlets,0,1,39.27,0,0,0,1,0,0,0,0,0,0,1,16,LC,Least-concerned,29.46592017,tropical-forests,0,0,NA,NA
4801,PASSERIFORMES,Melanopareiidae,Collared Crescentchest,Melanopareia torquata,Melanopareia torquata,1,HBW,Grass,0,1,277,0,0,0,0,1,0,0,1,0,0,0,271,LC,Least-concerned,20.12573297,grasslands,0,0,NA,NA
4801,PASSERIFORMES,Melanopareiidae,Collared Crescentchest,Melanopareia torquata,Melanopareia torquata,0,NBO,"dry grass, leaves",0,2,277,0,0,0,0,1,0,0,1,0,0,0,271,LC,Least-concerned,20.12573297,grasslands,0,0,10,NA
4802,PASSERIFORMES,Melanopareiidae,Olive-crowned Crescentchest,Melanopareia maximiliani,Melanopareia maximiliani,0,HBW,"Vegtable fibre, palm leaves",0,2,30,0,0,0,1,0,0,NA,NA,NA,NA,NA,97,LC,Least-concerned,18.27545632,grasslands,0,0,0,NA
4804,PASSERIFORMES,Melanopareiidae,Elegant Crescentchest,Melanopareia elegans,Melanopareia elegans,0,HBW,"Dry strips of cactus, dry weeds",0,2,60.9,0,0,0,0,1,0,0,1,0,0,0,17,LC,Least-concerned,24.64506864,tropical-forests,0,0,0,NA
4805,PASSERIFORMES,Grallariidae,Undulated Antpitta,Grallaria squamigera,Grallaria squamigera,0,HBW,"Green moss, sticks, dead leaves, dark flexible fibres, rootlets, pine needles",0,6,119,0,0,0,1,0,0,0,0,0,0,1,80,LC,Least-concerned,NA,tropical-forests,0,0,3,NA
4806,PASSERIFORMES,Grallariidae,Giant Antpitta,Grallaria gigantea,Grallaria gigantea,1,HBW,Moss,0,1,154.91,0,0,0,1,0,0,0,0,0,0,1,7,VU,Threatened,29.70730237,tropical-forests,0,0,NA,NA
4806,PASSERIFORMES,Grallariidae,Giant Antpitta,Grallaria gigantea,Grallaria gigantea,0,NBO,"small dead branches, mosses, lianas, ferns, Sellaginella sp., dark rootlets, fibers from petioles, leaflets of Ceroxylon palms",0,8,154.91,0,0,0,1,0,0,0,0,0,0,1,7,VU,Threatened,29.70730237,tropical-forests,0,0,1,NA
4807,PASSERIFORMES,Grallariidae,Great Antpitta,Grallaria excelsa,Grallaria excelsa,0,HBW,"Live mosses, dead mosses, rootlets, wet leaves, small stems, detritus, live fern fronds, dead fern fronds, black rootlets, fungal rhizomorphs",0,10,182.38,0,0,0,1,0,0,0,0,0,0,1,12,VU,Threatened,32.38837919,tropical-forests,0,0,1,NA
4807,PASSERIFORMES,Grallariidae,Great Antpitta,Grallaria excelsa,Grallaria excelsa,1,NBO,"densely packed mosses, rootlets, leaves, small twigs, thick matt of black rootlets, fungal rhizomorphs",0,6,182.38,0,0,0,1,0,0,0,0,0,0,1,12,VU,Threatened,32.38837919,tropical-forests,0,0,NA,NA
